depth,loi,co3
248.60000000008355,7.5370121130551855,3.8438761776581245
248.80000000008354,6.448683015440489,5.682107175295114
249.00000000008356,6.3800277392510765,4.809986130374495
249.20000000008355,6.609808102345413,8.119402985074592
249.40000000008357,5.95890410958902,4.28493150684942
249.60000000008355,6.239737274219977,6.401751505199803
249.80000000008354,6.233303650935025,10.172751558325874
250.00000000008356,7.440476190476167,8.803571428571406
250.20000000008355,5.729166666666666,3.946428571428543
250.40000000008357,8.037578288100203,9.085594989561592
250.60000000008355,9.955752212389365,6.619469026548614
250.80000000008354,6.493506493506524,4.289424860853299
251.00000000008356,4.864091559370503,5.058655221745485
251.20000000008355,5.428796223446036,4.922108575924597
251.40000000008357,7.519884309472228,4.6218365871294855
251.60000000008355,4.753199268738538,3.8951858622791478
251.80000000008354,4.661851608667088,4.107682206171974
252.00000000008356,5.182760501909471,5.267866884888141
252.20000000008355,5.267008046817792,8.854425749817166
252.40000000008357,6.926121372031689,7.535620052770415
252.60000000008355,5.752439650744738,12.99229583975346
252.80000000008354,5.045871559632982,6.394495412844095
253.00000000008356,6.67046750285068,8.606613454960007
253.20000000008355,7.313195548489702,3.351351351351412
253.40000000008357,7.539118065433842,5.900426742531999
253.60000000008355,6.67384284176527,18.88482238966624
253.80000000008354,7.515151515151447,11.374545454545604
254.00000000008356,13.255813953488365,14.153488372093054
254.20000000008355,6.92082111436952,7.4979472140762
254.40000000008357,7.217321571772374,2.9446672012829933
254.60000000008355,7.683352735739317,3.6414435389987863
254.80000000008354,7.914572864321692,8.03015075376865
255.00000000008356,6.966145833333407,5.4895833333332815
255.20000000008355,8.299180327868797,11.56557377049182
255.40000000008357,7.130730050933757,4.156196943972858
255.60000000008355,8.10526315789474,8.303157894736826
255.80000000008354,8.498168498168472,11.158974358974367
256.00000000008356,7.081174438687354,8.45595854922284
256.20000000008355,7.489878542510109,14.315789473684108
256.40000000008354,7.551020408163259,9.02040816326525
256.6000000000836,8.537549407114675,11.503557312252905
256.80000000008357,6.666666666666613,5.408187134502897
257.00000000008356,7.7933450087566065,3.6917688266198256
257.20000000008355,7.521826729348568,3.3794492948286585
257.40000000008354,7.308684436801295,5.496130696474704
257.6000000000836,8.988057825267175,14.189817724701333
257.80000000008357,7.952622673434817,11.275803722504127
258.00000000008356,6.341840680587842,6.8368136117555585
258.20000000008355,7.944845699277764,2.8575180564674985
258.40000000008354,7.741935483870928,3.25898617511518
